City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Burlington,US,2022-09-19 03:25:41,39.8835,-74.6413,73.94,77,0,3.44
261,Porto Calvo,BR,2022-09-19 03:26:44,-9.045,-35.3983,69.82,87,6,3.18
262,Am Timan,TD,2022-09-19 03:26:44,11.0297,20.2827,70.29,96,30,2.19
263,Sayyan,YE,2022-09-19 03:26:44,15.1718,44.3244,62.6,49,45,3.24
264,Torbay,CA,2022-09-19 03:26:45,47.6666,-52.7314,50.76,78,0,11.5
265,Saint Anthony,US,2022-09-19 03:26:45,45.0205,-93.218,62.22,91,0,3.44
266,Faanui,PF,2022-09-19 03:26:45,-16.4833,-151.75,78.67,73,8,18.25
267,Lakes Entrance,AU,2022-09-19 03:26:46,-37.8811,147.981,63.16,49,9,12.12
268,Sol-Iletsk,RU,2022-09-19 03:26:46,51.1631,54.9918,63.66,49,100,7.76
269,Quang Ngai,VN,2022-09-19 03:26:46,15.1167,108.8,84.18,72,99,4.43
270,Hofn,IS,2022-09-19 03:26:47,64.2539,-15.2082,44.6,74,61,7.61
271,Pacific Grove,US,2022-09-19 03:26:47,36.6177,-121.9166,65.07,87,67,13.0
272,Bykov,RU,2022-09-19 03:26:47,47.3167,142.55,66.99,78,100,12.41
273,Lebyazhye,RU,2022-09-19 03:27:48,55.2689,66.4947,59.88,35,100,7.9
274,Sulphur Springs,US,2022-09-19 03:27:48,33.1385,-95.6011,80.55,61,0,5.75
275,Mount Darwin,ZW,2022-09-19 03:27:48,-16.7725,31.5838,58.89,50,0,2.15
276,Mehamn,NO,2022-09-19 03:27:49,71.0357,27.8492,44.55,93,75,18.41
277,Kushiro,JP,2022-09-19 03:27:49,42.975,144.3747,68.95,88,75,5.75
278,Pangnirtung,CA,2022-09-19 03:27:49,66.1451,-65.7125,42.39,64,93,1.01
279,Jiexiu,CN,2022-09-19 03:27:49,37.0244,111.9125,76.26,47,92,1.14
280,Zhigansk,RU,2022-09-19 03:27:50,66.7697,123.3711,36.21,65,97,9.86
281,Pevek,RU,2022-09-19 03:27:50,69.7008,170.3133,32.56,93,100,16.04
282,Dombarovskiy,RU,2022-09-19 03:27:50,50.7587,59.5386,62.82,24,5,7.94
283,Lapua,FI,2022-09-19 03:27:50,62.9693,23.0088,49.21,98,100,6.04
284,Hvide Sande,DK,2022-09-19 03:27:51,56.0045,8.1294,57.13,70,9,11.54
285,Monrovia,LR,2022-09-19 03:22:58,6.3005,-10.7969,74.97,83,88,7.23
286,Shingu,JP,2022-09-19 03:27:51,33.7333,135.9833,79.83,93,100,20.78
287,Vanimo,PG,2022-09-19 03:27:51,-2.6741,141.3028,86.07,65,19,5.75
